ID,Name,Nationality,Date Of Birth,Height,Position,Appearances,Wins,Losses,Saves,Penalties Saved,Punches,High Claims,Catches,Sweeper clearances,Throw outs,Goal Kicks,Clean sheets,Goals Conceded,Errors leading to goal,Own goals,Yellow cards,Red cards,Fouls,Goals,Assists,Passes,Passes per match,Accurate long balls,Tackles,Tackle success %,Last man tackles,Blocked shots,Interceptions,Clearances,Headed Clearance,Clearances off line,Recoveries,Duels won,Duels lost,Successful 50/50s,Aerial battles won,Aerial battles lost,Big Chances Created,Crosses,Cross accuracy %,Through balls,Offsides,Headed goals,Goals with right foot,Goals with left foot,Hit woodwork,Goals per match,Penalties scored,Freekicks scored,Shots,Shots on target,Shooting accuracy %,Big chances missed,Club
113,Alan Dickens,England,03/09/1964,,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
114,Damien Matthew,England,23/09/1970,180cm,Midfielder,8,2,2,,,,,,,,,,,0,,0,0,0,0,0,0,8,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,8,0,0,0,0,0%,0,
115,Tony Cascarino,Ireland,01/09/1962,188cm,Forward,29,7,11,,,,,,,,,,,,,0,1,0,6,4,0,29,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.21,0,0,0,0,0%,0,
116,Neil Shipperley,England,30/10/1974,185cm,Forward,149,37,67,,,,,,,,,,,,,5,0,0,27,10,0,149,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.18,0,0,0,0,0%,0,
117,John Spencer,Scotland,11/09/1970,168cm,Forward,112,33,37,,,,,,,,,,,,,13,0,0,36,14,0,112,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.32,0,0,0,0,0%,0,
118,Steve Livingstone,England,08/09/1969,185cm,Forward,3,0,2,,,,,,,,,,,,,0,0,0,0,0,0,3,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,3,0,0,0,0,0%,0,
119,Robert Fleck,Scotland,11/08/1965,178cm,Forward,40,13,15,,,,,,,,,,,,,3,0,0,3,6,0,40,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.08,0,0,0,0,0%,0,
122,Steve Ogrizovic,England,12/09/1957,196cm,Goalkeeper,191,51,71,0,0,0,0,0,0,0,0,53,0,0,0,1,0,0,0,2,0,191,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Jonathan Gould,Scotland,18/07/1968,185cm,Goalkeeper,25,8,8,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,David Rennie,Scotland,29/08/1964,183cm,Defender,82,25,33,,,,,,,,,24,0,0,0,6,0,0,4,5,0,82,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
125,Peter Atherton,England,06/04/1970,180cm,Defender,318,93,136,,,,,,,,,78,0,0,0,39,1,0,9,14,0,318,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
126,Chris Greenman,England,22/12/1968,185cm,Defender,2,0,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
127,David Busst,Scotland,30/06/1967,185cm,Defender,50,14,20,,,,,,,,,13,0,0,0,4,0,0,4,2,0,50,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
128,Phil Babb,Ireland,30/11/1970,183cm,Defender,231,89,74,,,,,,,,,69,0,0,1,26,1,0,4,4,0,231,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
129,Andy Pearce,England,20/04/1966,193cm,Defender,100,38,29,,,,,,,,,28,0,0,2,19,1,0,4,2,0,100,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
130,Brian Borrows,England,20/12/1960,178cm,Defender,147,36,58,,,,,,,,,36,0,0,0,19,1,0,2,4,0,147,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
131,Ray Woods,England,07/06/1965,,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
132,Lloyd McGrath,England,24/02/1965,175cm,Midfielder,36,11,10,,,,,,,,,,,0,,4,0,0,0,0,0,36,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,36,0,0,0,0,0%,0,
133,Sean Flynn,England,13/03/1968,173cm,Midfielder,92,27,37,,,,,,,,,,,0,,6,0,0,8,4,0,92,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.09,0,0,0,0,0%,0,
134,Mike Flynn,England,23/02/1969,183cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
135,Stewart Robson,England,06/11/1964,180cm,Midfielder,16,7,4,,,,,,,,,,,0,,0,0,0,0,2,0,16,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,16,0,0,0,0,0%,0,
136,Willie Boland,Ireland,06/08/1975,175cm,Midfielder,63,15,21,,,,,,,,,,,0,,6,0,0,0,2,0,63,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,63,0,0,0,0,0%,0,
137,Lee Hurst,England,21/09/1970,183cm,Midfielder,35,11,13,,,,,,,,,,,0,,2,0,0,2,3,0,35,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.06,0,0,0,0,0%,0,
138,John Williams,England,05/11/1968,188cm,Forward,80,22,34,,,,,,,,,,,,,6,0,0,11,8,0,80,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.14,0,0,0,0,0%,0,
139,Roy Wegerle,United States,19/03/1964,181cm,Forward,75,19,30,,,,,,,,,,,,,2,0,0,13,6,0,75,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.17,0,0,0,0,0%,0,
140,Leigh Jenkinson,England,09/07/1969,183cm,Forward,32,6,12,,,,,,,,,,,,,0,0,0,1,3,0,32,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.03,0,0,0,0,0%,0,
141,Tony Sheridan,Ireland,21/10/1974,183cm,Forward,9,3,2,,,,,,,,,,,,,0,0,0,0,0,0,9,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,9,0,0,0,0,0%,0,
142,Mick Quinn,England,17/12/1969,175cm,Forward,64,16,28,,,,,,,,,,,,,5,2,0,25,5,0,64,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.39,0,0,0,0,0%,0,
143,Peter Ndlovu,Zimbabwe,25/02/1973,173cm,Forward,154,45,53,,,,,,,,,,,,,6,0,0,34,13,0,154,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.22,0,0,0,0,0%,0,
145,Jimmy Glass,England,01/08/1973,185cm,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Nigel Martyn,England,11/08/1966,188cm,Goalkeeper,372,154,120,0,0,0,0,0,0,0,0,137,0,0,1,7,0,0,0,2,0,372,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,John Humphrey,England,31/01/1961,178cm,Defender,53,15,24,,,,,,,,,16,0,0,0,5,0,0,0,0,0,53,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
148,Andy Thorn,England,12/11/1966,183cm,Forward,71,22,29,,,,,,,,,,,,,9,2,0,2,5,0,71,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.03,0,0,0,0,0%,0,
149,Paul Williams,England,16/08/1965,170cm,Defender,29,5,12,,,,,,,,,4,0,0,0,1,0,0,1,2,0,29,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
150,Eric Young,Wales,25/03/1960,188cm,Defender,51,15,18,,,,,,,,,13,0,0,0,9,0,0,6,1,0,51,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
151,Dean Gordon,England,10/02/1973,183cm,Defender,151,37,64,,,,,,,,,36,0,0,0,13,0,0,8,11,0,151,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
152,Chris Coleman,Wales,10/06/1970,188cm,Defender,101,32,39,,,,,,,,,24,0,0,0,11,0,0,6,4,0,101,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
153,Gareth Southgate,England,03/09/1970,183cm,Defender,426,153,148,,,,,,,,,136,0,0,3,31,1,0,17,16,0,426,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
154,Richard Shaw,England,11/09/1968,175cm,Defender,253,68,104,,,,,,,,,63,0,0,1,17,1,0,0,1,0,253,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
155,Bobby Bowry,England,19/05/1971,173cm,Midfielder,29,12,11,,,,,,,,,,,0,,2,0,0,1,2,0,29,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.03,0,0,0,0,0%,0,
156,Eddie McGoldrick,Ireland,30/04/1965,178cm,Midfielder,80,26,23,,,,,,,,,,,0,,7,0,0,8,8,0,80,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.1,0,0,0,0,0%,0,
157,Stuart Massey,England,17/11/1964,178cm,Midfielder,1,0,1,,,,,,,,,,,0,,0,0,0,0,0,0,1,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,1,0,0,0,0,0%,0,
158,Paul Mortimer,England,08/05/1968,180cm,Midfielder,18,3,8,,,,,,,,,,,0,,1,0,0,1,1,0,18,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.06,0,0,0,0,0%,0,
159,John Salako,England,11/02/1969,178cm,Midfielder,151,32,65,,,,,,,,,,,0,,7,0,0,8,23,0,151,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.05,0,0,0,0,0%,0,
160,Simon Rodger,England,03/10/1971,175cm,Midfielder,56,15,24,,,,,,,,,,,0,,2,0,0,4,6,0,56,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.07,0,0,0,0,0%,0,
161,Lee Sinnott,England,12/07/1965,185cm,Midfielder,19,3,10,,,,,,,,,,,0,,1,1,0,0,0,0,19,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,19,0,0,0,0,0%,0,
162,Ricky Newman,England,05/08/1970,178cm,Midfielder,37,9,17,,,,,,,,,,,0,,5,1,0,3,3,0,37,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.08,0,0,0,0,0%,0,
163,Louie Donowa,England,24/09/1964,175cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
164,Martyn O'Connor,England,10/12/1967,175cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
165,Geoff Thomas,England,05/08/1964,185cm,Midfielder,34,9,13,,,,,,,,,,,0,,4,0,0,3,3,0,34,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.09,0,0,0,0,0%,0,
166,Lou Macari,Scotland,30/07/1943,,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
167,Chris Armstrong,England,19/06/1971,183cm,Forward,216,72,76,,,,,,,,,,,,,25,2,0,71,16,0,216,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.33,0,0,0,0,0%,0,
168,George Ndah,England,23/12/1974,185cm,Forward,28,6,14,,,,,,,,,,,,,0,0,0,1,1,0,28,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.04,0,0,0,0,0%,0,
169,Grant Watts,England,05/11/1973,183cm,Forward,4,1,3,,,,,,,,,,,,,0,0,0,0,0,0,4,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,4,0,0,0,0,0%,0,
171,Jason Kearton,Australia,09/07/1969,180cm,Goalkeeper,6,1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Neville Southall,Wales,16/09/1958,185cm,Goalkeeper,208,66,88,0,0,0,0,0,0,0,0,62,0,0,0,5,2,0,0,0,0,208,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Gerry Peyton,Ireland,20/05/1956,188cm,Goalkeeper,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Dave Watson,England,20/11/1961,180cm,Defender,223,72,84,,,,,,,,,69,0,0,4,25,1,0,6,6,0,223,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
175,Iain Jenkins,Northern Ireland,24/11/1972,175cm,Defender,1,0,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
176,Neil Moore,England,21/09/1972,185cm,Defender,5,0,3,,,,,,,,,1,0,0,0,0,0,0,0,0,0,5,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
177,Matt Jackson,England,19/10/1971,183cm,Defender,144,44,65,,,,,,,,,38,30,0,0,14,0,11,4,7,429,2.98,33,45,73%,0,0,11,105,0,0,0,80,32,1,16,7,0,1,1%,0,0,1,0,0,0,,,,,,,,
178,Kenny Sansom,England,26/09/1958,168cm,Defender,28,11,10,,,,,,,,,5,0,0,0,0,0,0,1,3,0,28,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
179,Andy Hinchcliffe,England,05/02/1969,178cm,Defender,219,66,92,,,,,,,,,57,0,0,1,16,2,0,11,36,0,219,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
180,Gary Ablett,England,19/11/1965,188cm,Defender,111,38,47,,,,,,,,,31,0,0,1,14,0,0,4,5,0,111,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
181,David Unsworth,England,16/10/1973,183cm,Defender,364,118,149,,,,,,,,,90,17,0,3,63,4,15,38,18,366,1.01,40,24,67%,0,0,3,84,0,0,0,45,29,0,12,8,0,45,27%,0,0,0,0,1,0,,,,,,,,
182,Paul Holmes,England,18/02/1968,178cm,Defender,21,8,11,,,,,,,,,7,0,0,0,1,0,0,0,2,0,21,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
183,Alan Harper,England,01/11/1960,173cm,Defender,18,6,10,,,,,,,,,3,0,0,0,0,0,0,0,1,0,18,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
184,Mark Ward,England,10/10/1962,168cm,Defender,46,18,19,,,,,,,,,11,0,0,0,7,0,0,2,6,0,46,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
185,Billy Kenny,England,19/09/1973,170cm,Midfielder,17,5,8,,,,,,,,,,,0,,2,0,0,1,2,0,17,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.06,0,0,0,0,0%,0,
186,Barry Horne,Wales,18/05/1962,178cm,Midfielder,130,43,54,,,,,,,,,,,0,,19,2,0,3,5,0,130,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.02,0,0,0,0,0%,0,
187,Peter Beagrie,England,28/11/1965,173cm,Midfielder,162,42,78,,,,,,,,,,,,,17,0,0,17,20,0,162,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.1,0,0,0,0,0%,0,
188,John Doolan,England,07/05/1974,185cm,Midfielder,0,0,0,,,,,,,,,,,0,,0,0,0,0,0,0,0,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0%,0,
189,Ian Snodin,England,15/08/1963,170cm,Midfielder,52,17,24,,,,,,,,,,,0,,10,0,0,1,3,0,52,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.02,0,0,0,0,0%,0,
190,Robert Warzycha,Poland,20/08/1963,173cm,Midfielder,27,5,16,,,,,,,,,,,0,,0,0,0,1,4,0,27,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.04,0,0,0,0,0%,0,
191,Preki,United States,24/06/1963,175cm,Midfielder,46,13,23,,,,,,,,,,,0,,0,0,0,4,1,0,46,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.09,0,0,0,0,0%,0,
192,John Ebbrell,England,01/10/1969,178cm,Defender,121,45,47,,,,,,,,,38,0,0,0,24,0,0,9,6,0,121,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
193,Tony Cottee,England,11/07/1965,173cm,Forward,220,76,91,,,,,,,,,,,,,7,1,0,78,10,0,220,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.35,0,0,0,0,0%,0,
194,Peter Beardsley,England,18/01/1961,173cm,Forward,185,86,56,,,,,,,,,,,,,14,0,0,58,33,0,185,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.31,0,0,0,0,0%,0,
195,Stuart Barlow,England,16/07/1968,178cm,Forward,62,18,32,,,,,,,,,,,,,2,1,0,10,2,0,62,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.16,0,0,0,0,0%,0,
196,Paul Rideout,England,14/08/1964,180cm,Forward,112,38,45,,,,,,,,,,,,,5,1,0,29,5,0,112,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.26,0,0,0,0,0%,0,
197,Mo Johnston,Scotland,13/04/1963,175cm,Forward,13,3,8,,,,,,,,,,,,,0,0,0,3,0,0,13,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.23,0,0,0,0,0%,0,
199,Clive Baker,England,14/03/1959,175cm,Goalkeeper,48,12,22,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,48,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,Craig Forrest,Canada,20/09/1967,196cm,Goalkeeper,107,29,47,0,0,0,0,0,0,0,0,24,0,0,0,1,1,0,0,0,0,107,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,Frank Yallop,Canada,04/04/1964,180cm,Defender,54,10,33,,,,,,,,,4,0,0,0,4,0,0,3,2,0,54,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
202,Steve Palmer,England,31/03/1968,185cm,Defender,93,20,51,,,,,,,,,15,0,0,0,4,0,0,1,2,0,93,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
203,Geraint Williams,Wales,05/01/1962,170cm,Defender,109,23,53,,,,,,,,,20,0,0,0,7,0,0,1,3,0,109,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
204,John Wark,Scotland,04/08/1957,180cm,Defender,101,24,43,,,,,,,,,23,0,0,1,8,1,0,13,3,0,101,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
205,Neil Thompson,England,02/10/1963,180cm,Defender,76,20,29,,,,,,,,,23,0,0,2,3,0,0,3,8,0,76,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
206,David Linighan,England,09/01/1965,188cm,Defender,112,27,51,,,,,,,,,26,0,0,1,15,0,0,4,1,0,112,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
207,Eddie Youds,England,03/05/1970,188cm,Defender,71,11,35,,,,,,,,,12,0,0,2,18,0,0,3,2,0,71,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
208,Phil Whelan,England,07/08/1972,193cm,Defender,96,25,42,,,,,,,,,22,0,0,1,19,2,0,1,1,0,96,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
209,Gavin Johnson,England,10/10/1970,180cm,Midfielder,73,16,35,,,,,,,,,,,0,,4,0,0,6,5,0,73,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.08,0,0,0,0,0%,0,
210,Glenn Pennyfather,England,11/02/1963,173cm,Midfielder,4,1,2,,,,,,,,,,,0,,0,0,0,0,0,0,4,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,4,0,0,0,0,0%,0,
211,Simon Milton,England,23/08/1963,178cm,Midfielder,52,7,28,,,,,,,,,,,0,,8,0,0,5,5,0,52,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.1,0,0,0,0,0%,0,
212,Jason Dozzell,England,09/12/1967,185cm,Midfielder,125,43,41,,,,,,,,,,,0,,14,0,0,20,13,0,125,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.16,0,0,0,0,0%,0,
213,David Gregory,England,23/01/1970,180cm,Midfielder,4,1,2,,,,,,,,,,,0,,0,0,0,1,0,0,4,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.25,0,0,0,0,0%,0,
214,Steve Whitton,England,04/12/1960,185cm,Midfielder,35,7,16,,,,,,,,,,,0,,2,0,0,4,2,0,35,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.11,0,0,0,0,0%,0,
215,Adam Tanner,England,25/10/1973,183cm,Midfielder,10,4,5,,,,,,,,,,,0,,1,0,0,2,0,0,10,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.2,0,0,0,0,0%,0,
216,Mick Stockwell,England,14/02/1965,175cm,Midfielder,96,23,39,,,,,,,,,,,0,,1,0,0,5,7,0,96,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,0.05,0,0,0,0,0%,0,
217,Lee Durrant,England,18/12/1973,178cm,Midfielder,7,1,4,,,,,,,,,,,0,,0,0,0,0,1,0,7,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,7,0,0,0,0,0%,0,
218,Vlado Bozinoski,North Macedonia,30/03/1964,180cm,Midfielder,9,2,4,,,,,,,,,,,0,,1,0,0,0,0,0,9,0,0,0%,,0,0,0,0,,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,9,0,0,0,0,0%,0,
219,Paul Goddard,England,12/10/1959,170cm,Forward,29,6,9,,,,,,,,,,,,,0,0,0,3,1,0,29,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.1,0,0,0,0,0%,0,
220,Neil Gregory,Zambia,07/10/1972,180cm,Forward,3,1,1,,,,,,,,,,,,,0,0,0,0,0,0,3,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,3,0,0,0,0,0%,0,
221,Bontcho Guenchev,Bulgaria,07/07/1964,178cm,Forward,61,11,37,,,,,,,,,,,,,3,0,0,6,3,0,61,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.1,0,0,0,0,0%,0,
222,Chris Kiwomya,England,02/12/1969,178cm,Forward,104,27,41,,,,,,,,,,,,,7,0,0,21,7,0,104,,0,,,0,0,0,0,,,,,,,,0,0,,,0,0,0,0,0,0.2,0,0,0,0,0%,0,
224,Paul Pettinger,England,01/10/1975,183cm,Goalkeeper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,John Lukic,England,11/12/1960,193cm,Goalkeeper,147,57,43,0,0,0,0,0,0,0,0,52,0,0,0,1,0,0,0,0,0,147,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,Mark Beeney,England,30/12/1967,193cm,Goalkeeper,35,13,10,0,0,0,0,0,0,0,0,13,0,0,0,0,1,0,0,1,0,35,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,Rob Bowman,England,21/11/1975,183cm,Defender,7,1,5,,,,,,,,,2,0,0,0,0,0,0,0,0,0,7,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
228,David Wetherall,England,14/03/1971,191cm,Defender,257,97,87,,,,,,,,,80,0,0,2,42,0,0,15,13,0,257,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
229,Tony Dorigo,England,31/12/1965,175cm,Defender,174,60,56,,,,,,,,,52,0,0,0,15,0,0,3,10,0,174,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
230,David Kerslake,England,19/06/1966,175cm,Defender,45,12,21,,,,,,,,,4,0,0,0,3,0,0,0,4,0,45,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
231,Jon Newsome,England,06/09/1970,188cm,Defender,155,48,60,,,,,,,,,39,0,0,2,20,0,0,8,4,0,155,0,0,0%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0%,0,0,0,0,0,0,,,,,,,,
